1	17	1	0	0	0
2	22	1	0	0	0
3	23	1	0	0	1
4	25	1	0	0	0
5	26	1	0	0	0
6	27	1	1	0	0
7	28	1	0	0	0
9	30	1	0	0	1
10	30	1	0	0	0
11	30	1	1	0	0
12	32	1	0	0	0
13	32	1	0	0	1
14	32	1	0	0	1
15	32	1	1	0	0
16	32	1	1	0	0
17	32	1	1	1	0
18	33	1	0	0	1
19	33	1	0	0	0
20	33	1	0	0	1
21	33	1	1	0	1
22	33	0	1	0	1
23	33	1	1	0	0
24	33	1	1	0	1
25	33	1	1	0	0
27	34	1	0	0	0
28	34	1	0	0	1
29	34	1	0	0	0
30	34	1	0	0	1
31	34	1	0	0	0
32	34	1	0	0	1
33	34	1	1	0	0
34	34	1	1	0	0
35	34	1	1	0	0
36	34	1	1	1	1
37	35	1	0	0	0
38	35	1	0	0	0
39	35	1	0	1	1
40	35	1	1	0	0
41	35	1	1	0	0
42	35	1	1	0	1
43	35	1	1	0	0
44	36	1	0	0	1
45	36	1	0	0	0
46	36	1	0	0	1
47	36	0	0	0	0
48	36	1	0	0	1
49	36	1	0	0	0
50	36	1	0	0	0
51	36	1	1	0	1
52	36	1	1	0	0
53	36	1	1	0	1
54	36	1	1	0	0
55	36	0	1	0	0
56	36	1	1	0	0
57	36	0	1	0	1
58	36	1	1	0	0
59	36	1	1	0	0
60	37	1	0	0	1
61	37	1	0	0	0
62	37	1	0	0	0
63	37	1	0	0	0
64	37	1	0	0	0
65	37	1	0	0	0
66	37	1	0	1	0
67	37	1	1	0	0
68	37	1	1	0	1
69	37	1	1	0	0
70	37	1	1	0	1
71	37	1	1	0	1
72	37	1	1	0	0
73	37	1	1	0	0
75	38	1	0	0	0
76	38	1	0	0	0
77	38	1	0	0	1
79	38	1	1	0	1
80	38	1	1	0	1
81	38	1	1	0	1
82	38	0	1	0	1
83	38	1	1	0	0
84	38	1	1	0	0
85	38	1	1	0	1
86	38	1	1	1	1
88	39	1	0	0	1
89	39	1	0	0	0
90	39	1	0	0	1
91	39	1	0	0	1
92	39	1	0	0	1
93	39	1	0	1	1
94	39	1	0	1	1
95	39	1	1	0	1
96	39	1	1	0	0
97	39	0	1	0	0
98	39	1	1	0	1
99	39	1	1	0	1
100	39	1	1	0	1
101	39	1	1	0	1
102	39	1	1	0	1
103	39	1	1	0	0
104	39	1	1	0	1
105	39	1	1	0	1
106	39	1	1	0	0
107	39	1	1	0	0
108	39	1	1	0	0
109	39	1	1	0	1
110	39	1	1	1	1
111	39	1	1	1	1
112	39	1	1	1	1
113	39	1	1	1	1
116	40	1	0	0	0
117	40	1	0	0	1
118	40	0	0	0	0
119	40	1	0	0	1
120	40	1	0	0	1
121	40	1	0	0	0
122	40	1	0	0	1
123	40	1	0	1	0
124	40	1	0	1	1
125	40	1	0	1	0
126	40	1	0	1	1
127	40	1	1	0	0
128	40	1	1	0	1
129	40	1	1	0	1
130	40	1	1	0	0
131	40	1	1	0	1
132	40	1	1	0	0
133	40	1	1	0	0
134	40	1	1	0	0
135	40	0	1	0	0
136	40	1	1	0	1
137	40	1	1	0	0
138	40	1	1	0	0
139	40	1	1	0	1
140	40	1	1	0	1
141	40	1	1	0	1
142	40	1	1	0	1
143	40	1	1	1	0
144	40	1	1	1	1
145	40	1	1	1	1
146	40	1	1	1	1
147	40	1	1	1	0
148	40	1	1	1	1
152	41	0	0	0	0
153	41	1	0	0	0
154	41	1	0	0	1
155	41	1	0	0	0
156	41	0	0	0	0
157	41	1	0	0	1
158	41	1	0	0	0
159	41	1	0	0	1
160	41	1	0	0	1
161	41	1	0	1	0
162	41	0	0	1	0
163	41	1	0	1	1
166	41	1	1	0	1
167	41	1	1	0	0
168	41	0	1	0	0
169	41	0	1	0	1
170	41	1	1	0	1
171	41	0	1	0	1
172	41	1	1	0	1
173	41	1	1	0	0
174	41	1	1	0	1
175	41	1	1	0	1
176	41	1	1	0	1
177	41	1	1	0	0
178	41	1	1	0	0
179	41	1	1	1	0
180	41	0	1	1	1
181	41	1	1	1	0
182	41	1	1	1	0
183	41	1	1	1	1
184	41	1	1	1	1
185	41	1	1	1	0
186	41	1	1	1	1
187	41	1	1	1	0
188	41	1	1	1	1
189	41	1	1	1	1
192	42	1	0	0	0
193	42	1	0	0	0
194	42	1	0	0	0
195	42	0	0	0	0
196	42	0	0	0	0
197	42	0	0	0	0
198	42	1	0	1	1
199	42	1	1	0	0
200	42	1	1	0	1
201	42	1	1	0	0
202	42	1	1	0	0
203	42	1	1	0	0
204	42	0	1	0	0
205	42	0	1	0	1
206	42	1	1	0	1
207	42	0	1	0	0
208	42	1	1	0	0
209	42	1	1	0	1
210	42	1	1	0	1
211	42	1	1	0	0
212	42	0	1	0	0
213	42	1	1	0	1
214	42	1	1	0	0
215	42	1	1	0	1
216	42	1	1	0	0
217	42	1	1	0	0
218	42	1	1	0	0
219	42	1	1	0	0
220	42	0	1	0	0
221	42	1	1	0	0
222	42	1	1	0	0
223	42	1	1	0	1
224	42	1	1	0	1
225	42	1	1	0	0
226	42	1	1	0	1
227	42	1	1	1	1
228	42	1	1	1	1
229	42	1	1	1	1
230	42	0	1	1	1
231	42	1	1	1	0
232	42	1	1	1	1
233	42	1	1	1	0
234	42	1	1	1	0
235	42	1	1	1	0
236	42	1	1	1	0
239	43	1	0	0	0
240	43	1	0	0	1
241	43	1	0	0	1
242	43	1	0	0	1
243	43	1	0	0	1
244	43	1	0	1	1
245	43	1	0	1	1
246	43	1	0	1	1
247	43	1	0	1	1
249	43	0	1	0	0
250	43	1	1	0	0
251	43	1	1	0	0
252	43	1	1	0	1
253	43	1	1	0	1
254	43	0	1	0	0
255	43	1	1	0	0
256	43	1	1	0	0
257	43	0	1	0	0
258	43	1	1	0	1
259	43	1	1	0	0
260	43	1	1	0	0
261	43	0	1	0	0
262	43	0	1	0	0
263	43	1	1	0	0
264	43	0	1	0	0
265	43	0	1	0	1
266	43	1	1	0	0
267	43	0	1	0	0
268	43	1	1	0	1
269	43	0	1	0	0
270	43	1	1	0	0
271	43	1	1	0	1
272	43	1	1	0	0
273	43	0	1	0	0
274	43	0	1	0	0
275	43	0	1	0	0
276	43	1	1	0	1
277	43	0	1	0	0
278	43	1	1	0	1
279	43	1	1	0	0
280	43	1	1	0	0
281	43	0	1	0	0
282	43	1	1	0	1
283	43	1	1	1	1
284	43	1	1	1	1
285	43	1	1	1	1
286	43	1	1	1	0
287	43	1	1	1	1
288	43	1	1	1	1
289	43	1	1	1	0
290	43	1	1	1	1
291	43	1	1	1	1
292	43	1	1	1	1
293	43	1	1	1	1
294	43	1	1	1	1
295	43	1	1	1	0
296	43	1	1	1	1
297	43	1	1	1	1
298	43	1	1	1	1
299	43	1	1	1	1
300	43	1	1	1	1
301	43	1	1	1	1
302	43	1	1	1	0
303	43	1	1	1	0
304	43	1	1	1	1
308	44	1	0	0	0
309	44	1	0	0	0
310	44	1	0	0	1
311	44	1	0	0	0
312	44	0	0	0	0
313	44	1	0	0	0
314	44	1	0	0	0
315	44	0	0	0	1
316	44	1	0	0	1
317	44	1	0	0	1
318	44	1	0	0	0
319	44	1	0	0	1
320	44	1	0	0	1
321	44	0	0	0	0
322	44	1	0	1	0
323	44	1	0	1	0
324	44	1	0	1	1
325	44	1	0	1	1
327	44	0	1	0	1
328	44	1	1	0	0
329	44	1	1	0	1
330	44	1	1	0	1
331	44	1	1	0	0
332	44	1	1	0	0
333	44	1	1	0	1
334	44	1	1	0	1
335	44	1	1	0	1
336	44	1	1	0	1
337	44	1	1	0	1
338	44	1	1	0	1
339	44	1	1	0	1
340	44	1	1	0	0
341	44	1	1	0	1
342	44	1	1	0	0
343	44	1	1	0	1
344	44	1	1	0	1
345	44	1	1	0	0
346	44	1	1	0	1
347	44	1	1	0	1
348	44	1	1	0	1
349	44	1	1	0	0
350	44	1	1	0	1
351	44	0	1	0	0
352	44	1	1	0	1
